type,dept,party,name,votes,elect
candidate,Atlántida,DC,Ana Maribel Valle Rivera,2337,0
candidate,Atlántida,DC,Gloria Maria Sarmiento Nu¿ez,5342,0
candidate,Atlántida,DC,Jorge Alberto Elvir Cruz,2843,0
candidate,Atlántida,DC,Jose Armando Logan ,4917,0
candidate,Atlántida,DC,Josue Eleazer Aleman Izcoa,835,0
candidate,Atlántida,DC,Kenia Fabiola Chiesa Elvir,2323,0
candidate,Atlántida,DC,Kennia Yamileth Montero Martinez,2017,0
candidate,Atlántida,DC,Ramon Antonio Varela Medina,2384,0
candidate,Atlántida,FAPER,Alicia De Jesus Alvarez Acosta,579,0
candidate,Atlántida,FAPER,Arlen Carolina Martinez Guzman,248,0
candidate,Atlántida,FAPER,Cristobal Crispi Oliva Mejia,1692,0
candidate,Atlántida,FAPER,Juana Concepcion Aguilar Avelar,375,0
candidate,Atlántida,FAPER,Marcio Renieri Castellanos ,359,0
candidate,Atlántida,FAPER,Norma Patricia Guevara Gamez,687,0
candidate,Atlántida,FAPER,Santos Aristeo Lainez Hernandez,446,0
candidate,Atlántida,FAPER,Vilma Yolanda Pineda Ramirez,331,0
candidate,Atlántida,LIBRE,Audelia  Rodriguez Rodriguez,23624,1
candidate,Atlántida,LIBRE,Belin Bekker Rosa Calix,22574,0
candidate,Atlántida,LIBRE,Cesar Humberto Agurcia Lopez,23607,1
candidate,Atlántida,LIBRE,Gloria Cristina Torres Sevilla,21896,0
candidate,Atlántida,LIBRE,Joaquin Baldemar Alvarado ,23061,0
candidate,Atlántida,LIBRE,Jose Adalid Rodriguez Rosa,20232,0
candidate,Atlántida,LIBRE,Jose Anibal Rodriguez Milla,22904,0
candidate,Atlántida,LIBRE,Jose Manuel Santos Villeda,21798,0
candidate,Atlántida,Liberal,Alba Ruth Zavala Irias,13121,0
candidate,Atlántida,Liberal,Christian Reniery Santamaria ,25086,1
candidate,Atlántida,Liberal,Dournoft Delmar Alvarado Mc Nab,16029,0
candidate,Atlántida,Liberal,Gonzalo Antonio Rivera ,16675,0
candidate,Atlántida,Liberal,Hector Pavel Fajardo Orellana,16795,0
candidate,Atlántida,Liberal,Iris Leticia Molinero Canales,15906,0
candidate,Atlántida,Liberal,Jerry Francisco Sabio Amaya,18459,0
candidate,Atlántida,Liberal,Maria Aracely Leiva Pe¿a,19288,1
candidate,Atlántida,Nacional,Carmen Esperanza Rivera Pagoaga,37480,1
candidate,Atlántida,Nacional,Daniel  Flores Velasquez,32376,0
candidate,Atlántida,Nacional,Francis Yolanda Castro Rodriguez,27206,0
candidate,Atlántida,Nacional,Iveth Obdulia Matute Betancourth,26339,0
candidate,Atlántida,Nacional,Marcio Rene Espinal Cardona,31223,0
candidate,Atlántida,Nacional,Marco Antonio Midence Milla,32300,0
candidate,Atlántida,Nacional,Ramon Antonio Leva Bulnes,33558,1
candidate,Atlántida,Nacional,Rodolfo  Irias Navas,37865,1
candidate,Atlántida,PAC,Carlos Arturo San Martin Amador,9264,0
candidate,Atlántida,PAC,Carlos Mauricio Arge¿al Castro,9191,0
candidate,Atlántida,PAC,Gabriela  Guzman Mejia,9171,0
candidate,Atlántida,PAC,Kritza Jerlin Perez Gallegos,12831,1
candidate,Atlántida,PAC,Marie Jeannette Kawas Giacoman,11518,0
candidate,Atlántida,PAC,Obdulio  Madrid Zeron,9110,0
candidate,Atlántida,PAC,Ruth  Bonilla Argueta,9065,0
candidate,Atlántida,PAC,Tomas Antonio Ramirez Hernandez,12340,0
candidate,Atlántida,PAP,Dagoberto  Cruz Santos,1038,0
candidate,Atlántida,PAP,Fermin  Corrales Estrada,298,0
candidate,Atlántida,PAP,Francisco Jose Alvarado Zaldivar,269,0
candidate,Atlántida,PAP,Mirian Elizabeth Villanueva Blanco,518,0
candidate,Atlántida,PAP,Mirtha Esther Hernandez Dolmo,933,0
candidate,Atlántida,PAP,Otilia Janin Carrasco Ponce,744,0
candidate,Atlántida,PAP,Sila Claritza Mena Burgos,484,0
candidate,Atlántida,PAP,Victor Daniel Escobar Pe¿a,312,0
candidate,Atlántida,PINU,Bernard  Martinez Valerio,4179,0
candidate,Atlántida,PINU,Elbin Antonio Orellana Bermudez,776,0
candidate,Atlántida,PINU,Gladys Lizzette Zapata Guerrero,1683,0
candidate,Atlántida,PINU,Guillermo  Escoto Rodriguez,1037,0
candidate,Atlántida,PINU,Lidia Zenaida Fernandez Garcia,863,0
candidate,Atlántida,PINU,Melida Juliana Quevedo Ramirez,1344,0
candidate,Atlántida,PINU,Warren  Lopez Flores,485,0
candidate,Atlántida,PINU,Yeimy Lizbeth Zaldivar Castellanos,743,0
candidate,Atlántida,UD,Aldo Javier Cardona Alvarado,1814,0
candidate,Atlántida,UD,Alix Virginia Zapata ,677,0
candidate,Atlántida,UD,Darwin Alexander Montoya Ayala,707,0
candidate,Atlántida,UD,Javier Arquimides Martinez Reyes,1772,0
candidate,Atlántida,UD,Maria  Alberto Hernandez,1896,0
candidate,Atlántida,UD,Noemi Yadira Casta¿eda Lopez,992,0
candidate,Atlántida,UD,Pedro  Guevara ,1489,0
candidate,Atlántida,UD,Ramon Nectaly Guardado ,1387,0
candidate,Choluteca,DC,Brenda Isolina Erazo Herrera,1004,0
candidate,Choluteca,DC,Elmer Noe Garcia Moran,1642,0
candidate,Choluteca,DC,Jorge Manuel Lazo ,908,0
candidate,Choluteca,DC,Jose Rafael Berrios Flores,723,0
candidate,Choluteca,DC,Lizbeth Alejandra Sosa Euceda,804,0
candidate,Choluteca,DC,Lourdes Rosmery Ferrufino Cuevas,1150,0
candidate,Choluteca,DC,Luis Alonso Marcia Hernandez,6283,0
candidate,Choluteca,DC,Oscar Arnulfo Cruz ,1533,0
candidate,Choluteca,DC,Rosa Elena Martinez ,478,0
candidate,Choluteca,FAPER,Carlos Fabricio Flores Baca,460,0
candidate,Choluteca,FAPER,Franklin Erick Toru¿o Colindres,593,0
candidate,Choluteca,FAPER,Julia Maritza Vasquez Ponce,153,0
candidate,Choluteca,FAPER,Karen Marleny Izaguirre ,194,0
candidate,Choluteca,FAPER,Luis Alberto Herrera ,472,0
candidate,Choluteca,FAPER,Maria Leonor Tercero Mendez,155,0
candidate,Choluteca,FAPER,Nancy Raquel Portillo Gomez,298,0
candidate,Choluteca,FAPER,Raquel  Montalvan ,217,0
candidate,Choluteca,FAPER,Ronald Adalberto Ruiz Vindel,557,0
candidate,Choluteca,LIBRE,Angel Enrique Sandoval Lopez,25472,1
candidate,Choluteca,LIBRE,Cristobal Jowany Rodriguez Amador,23267,0
candidate,Choluteca,LIBRE,Dilma Doris Ramirez ,20391,0
candidate,Choluteca,LIBRE,Francisco Javier Lazo Mercado,20362,0
candidate,Choluteca,LIBRE,Hector Enrrique Padilla Hernandez,24806,1
candidate,Choluteca,LIBRE,Hernan Abel Carrasco Mayorga,21431,0
candidate,Choluteca,LIBRE,Luis Geovany Martinez Sanchez,23217,0
candidate,Choluteca,LIBRE,Martha Lidia Armas ,19992,0
candidate,Choluteca,LIBRE,Mercedes  Baca Paz,18773,0
candidate,Choluteca,Liberal,Blanca Margarita Oyuela Carrasco,17209,0
candidate,Choluteca,Liberal,Carlos Alfredo Lara Watson,35005,1
candidate,Choluteca,Liberal,Felipe Nery Mendez Soriano,25312,0
candidate,Choluteca,Liberal,Fredy Omar Chavarria Castillo,24673,0
candidate,Choluteca,Liberal,Gary Ramon Maradiaga Soriano,26855,0
candidate,Choluteca,Liberal,Maria Bertilia Zepeda Lagos,21563,0
candidate,Choluteca,Liberal,Maria Estelita Canales Ordo¿ez,16054,0
candidate,Choluteca,Liberal,Oscar Alfredo Benavides Ordo¿ez,28953,0
candidate,Choluteca,Liberal,Yury Cristhian Sabas Gutierrez,55999,1
candidate,Choluteca,Nacional,Carlos Roberto Ledezma Casco,61830,1
candidate,Choluteca,Nacional,Francisco Antonio Macias Ortega,57363,1
candidate,Choluteca,Nacional,Fredy  Espinoza Mondragon,30311,0
candidate,Choluteca,Nacional,Juan Francisco Arge¿al Espinal,40407,0
candidate,Choluteca,Nacional,Juana Isabel Lainez Aguilar,28984,0
candidate,Choluteca,Nacional,Maria Emerita Bardales Hernandez,50350,1
candidate,Choluteca,Nacional,Mauricio  Oliva Herrera,60204,1
candidate,Choluteca,Nacional,Rodanin  Peralta Estrada,43734,0
candidate,Choluteca,Nacional,Vilma Guadalupe Aguilar Flores,38671,0
candidate,Choluteca,PAC,Belinda Patricia Marcia Bonilla,7194,0
candidate,Choluteca,PAC,Darmy Adelaida Estrada Villalobos,7881,0
candidate,Choluteca,PAC,David Armando Reyes Osorto,15526,1
candidate,Choluteca,PAC,Jorge Eliu Perez Dominguez,11940,0
candidate,Choluteca,PAC,Julio Cesar Farach Narvaez,4716,0
candidate,Choluteca,PAC,Karen Melissa Linarez Osorto,8703,0
candidate,Choluteca,PAC,Luis Fernando Coello ,12124,0
candidate,Choluteca,PAC,Ricardo Leonel Davila Vieras,5726,0
candidate,Choluteca,PAC,Trudis Aminda Corrales Osorto,4771,0
candidate,Choluteca,PAP,Blanca Lidia Garcia Lezama,193,0
candidate,Choluteca,PAP,Claudia Angelina Martinez Castillo,368,0
candidate,Choluteca,PAP,Felicita Maria Carranza Ordo¿ez,1061,0
candidate,Choluteca,PAP,Gonzalo Johel Romero Alvarez,280,0
candidate,Choluteca,PAP,Jose Ramon Sierra Zamora,1018,0
candidate,Choluteca,PAP,Karla Patricia Aguilar ,271,0
candidate,Choluteca,PAP,Mayra Karina Oyuela Estrada,236,0
candidate,Choluteca,PAP,Nelson Omar Funez Flores,1498,0
candidate,Choluteca,PAP,Oscar  Espinal Baquedano,282,0
candidate,Choluteca,PINU,Emerita  Anduray Fuentes,1066,0
candidate,Choluteca,PINU,Gerson Leonel Espino Maradiaga,1551,0
candidate,Choluteca,PINU,Gloria Azucena Martinez Guillen,1059,0
candidate,Choluteca,PINU,Gloria Esperanza Cruz Godoy,562,0
candidate,Choluteca,PINU,Herles Misael Gimenez Galo,1834,0
candidate,Choluteca,PINU,Jose Irecio Bonilla Bonilla,2125,0
candidate,Choluteca,PINU,Jose Mercedes Estrada Martinez,1200,0
candidate,Choluteca,PINU,Lydia De Jesus Herrera Aguirre,1178,0
candidate,Choluteca,PINU,Modesto  Herrera Sanchez,6219,0
candidate,Choluteca,UD,Benedicto  Carcamo Mejia,1545,0
candidate,Choluteca,UD,Dilcia Esmeralda Sandoval Auceda,609,0
candidate,Choluteca,UD,Felipe Nery Espinal Lopez,847,0
candidate,Choluteca,UD,Gerson  Hernandez Oviedo,2028,0
candidate,Choluteca,UD,Jose Francisco Ramirez Pineda,711,0
candidate,Choluteca,UD,Maria Clarett Velasquez ,326,0
candidate,Choluteca,UD,Nora Odalys Escobar Pover,254,0
candidate,Choluteca,UD,Rosibel  Zepeda Ochoa,1277,0
candidate,Choluteca,UD,Yelson Joel Ponce Ordo¿ez,672,0
candidate,Choluteca,Unidos Choluteca,Jose Cesar Ortega Souza,7494,0
candidate,Colón,DC,Doroteo  Ventura Santos,278,0
candidate,Colón,DC,Juana Oneyda Hernandez Castro,231,0
candidate,Colón,DC,Leonardo Damian Ramos Martin,259,0
candidate,Colón,DC,Maria Magdalena Bonilla Sanchez,483,0
candidate,Colón,FAPER,Daisy Suyapa Cruz Ramos,279,0
candidate,Colón,FAPER,Danis Oralia Rodriguez Sanchez,235,0
candidate,Colón,FAPER,Keila Lilibeth Cruz Garcia,427,0
candidate,Colón,FAPER,Luis Alonso Membre¿o Castillo,658,0
candidate,Colón,LIBRE,Adelmo Rubilio Ramos Rivera,28856,0
candidate,Colón,LIBRE,Tatiana Ninoska Canales Gonzales,28979,1
candidate,Colón,LIBRE,Wilfredo  Paz Zuniga,29641,1
candidate,Colón,LIBRE,Yoni  Rivas Baire,26591,0
candidate,Colón,Liberal,Alfredo David Ramos Castillo,10962,0
candidate,Colón,Liberal,Mayra Rosibel Pavon Umanzor,11296,0
candidate,Colón,Liberal,Midence Oquely Martinez Turcios,13479,1
candidate,Colón,Liberal,Samuel  Martinez Duron,11585,0
candidate,Colón,Nacional,Carlos Ramon Aguilar Guifarro,21622,0
candidate,Colón,Nacional,Ghisell  Padilla Pelayo,22194,0
candidate,Colón,Nacional,Oscar Ramon Najera ,24149,1
candidate,Colón,Nacional,Sonia Yamileth Garcia Vilorio,19884,0
candidate,Colón,PAC,Dania Valentina Mena Arzu,1659,0
candidate,Colón,PAC,Iris Yamileth Duarte Aleman,2312,0
candidate,Colón,PAC,Luis Adan Ochoa Matamoros,1597,0
candidate,Colón,PAC,Melvin Eriberto Velasquez Argueta,1621,0
candidate,Colón,PAP,Aura Yamileth Medina Gutierres,136,0
candidate,Colón,PAP,Idalia Judith Suazo Chimilio,137,0
candidate,Colón,PAP,Miquel Angel Garin Tejeda,234,0
candidate,Colón,PAP,Onasis Samir Serrano Ortiz,114,0
candidate,Colón,PINU,Domingo  Pineda Benitez,457,0
candidate,Colón,PINU,Erika Yamileth Galdamez Rojas,280,0
candidate,Colón,PINU,Karen Lizzeth Munguia ,234,0
candidate,Colón,PINU,Wilson Armando Sanchez Romero,425,0
candidate,Colón,UD,Adolfo  Casta¿eda Padilla,657,0
candidate,Colón,UD,Blanca Sulema Perez Sambula,285,0
candidate,Colón,UD,Coronado  Avila Munguia,574,0
candidate,Colón,UD,Glirian Yanira Bardales Garrido,241,0
candidate,Comayagua,DC,Ada Eliza Fernandez Morales,851,0
candidate,Comayagua,DC,Jorge Alberto Abrego ,1220,0
candidate,Comayagua,DC,Laura Marina Escoto Mejia,565,0
candidate,Comayagua,DC,Maria Evangelina Chaver Banegas,675,0
candidate,Comayagua,DC,Rene Alexander Ventura C,681,0
candidate,Comayagua,DC,Santos Humberto Hernandez Mejia,1348,0
candidate,Comayagua,DC,Tegualda Angela Gaete Santos,764,0
candidate,Comayagua,FAPER,Bernardino  Espinoza Palma,417,0
candidate,Comayagua,FAPER,Dimas  Rivera Discua,1434,0
candidate,Comayagua,FAPER,Ena Felicita Guillen Escobar,443,0
candidate,Comayagua,FAPER,Jose Dolores Urquia Lara,1904,0
candidate,Comayagua,FAPER,Maria Isnelda Mejia Cantor,201,0
candidate,Comayagua,FAPER,Tirso Sady Ulloa Ulloa,1503,0
candidate,Comayagua,FAPER,Yeny Yolanda Dominguez Aguilar,510,0
candidate,Comayagua,LIBRE,Ada Evila Serrano Nu¿ez,26636,0
candidate,Comayagua,LIBRE,Ancelmo  Romero Ulloa,27067,0
candidate,Comayagua,LIBRE,Fany Patricia Valladares Ortega,29570,1
candidate,Comayagua,LIBRE,Juan Carlos Avila Avila,24579,0
candidate,Comayagua,LIBRE,Juan Ramon Flores Buezo,28191,0
candidate,Comayagua,LIBRE,Salomon  Castillo Osorio,26894,0
candidate,Comayagua,LIBRE,Yavhe Salvador Sabillon Cruz,30840,1
candidate,Comayagua,Liberal,Gloria Argentina Bonilla Bonilla,33225,1
candidate,Comayagua,Liberal,Guillermo  Martinez Suazo,20855,0
candidate,Comayagua,Liberal,Jose Armando Cerros Chavez,23071,0
candidate,Comayagua,Liberal,Martha Lidya Rivera Torres,10851,0
candidate,Comayagua,Liberal,Olman Danery Maldonado Rubio,17418,0
candidate,Comayagua,Liberal,Valentin  Suarez Osejo,21718,0
candidate,Comayagua,Liberal,Victor Manuel Barahona ,22090,0
candidate,Comayagua,Nacional,Ana Belinda Valenzuela Duarte,34336,0
candidate,Comayagua,Nacional,Denis Roberto Velasquez Yanes,41089,0
candidate,Comayagua,Nacional,Gerardo Tulio Martinez Pineda,43818,1
candidate,Comayagua,Nacional,Jose Maria Martinez Valenzuela,49918,1
candidate,Comayagua,Nacional,Miguel Edgardo Martinez Pineda,45474,1
candidate,Comayagua,Nacional,Oscar Emilio Cruz Pineda,34768,0
candidate,Comayagua,Nacional,Santos  Discua Zepeda,33797,0
candidate,Comayagua,PAC,Alma Karina Mejia Sanchez,9217,0
candidate,Comayagua,PAC,Gerardo Javier Solorzano Leiva,10841,0
candidate,Comayagua,PAC,Jose Armando Calderon Ramirez,8883,0
candidate,Comayagua,PAC,Liliam Yaneth Villatoro Garcia,12569,1
candidate,Comayagua,PAC,Luciano Antonio Paz Arevalo,9979,0
candidate,Comayagua,PAC,Miguel Virgilio Ramirez Lopez,8809,0
candidate,Comayagua,PAC,Walterina  Ramirez Flores,8584,0
candidate,Comayagua,PAP,Diana Lourdes Lopez Sierra,3521,0
candidate,Comayagua,PAP,Francisco  Paz Osorio,508,0
candidate,Comayagua,PAP,Jose Alberto Melgar ,1492,0
candidate,Comayagua,PAP,Luther Celestino Hyde Zavala,1140,0
candidate,Comayagua,PAP,Mauricio  Bonilla Garcia,465,0
candidate,Comayagua,PAP,Miriam Hayde Valdivieso Argueta,1245,0
candidate,Comayagua,PAP,Nina Rosario Rodriguez Ramos,449,0
candidate,Comayagua,PINU,Alba Carixa Maradiaga Mejia,440,0
candidate,Comayagua,PINU,Antonia  Alvarado ,1416,0
candidate,Comayagua,PINU,Francisco Willian Caballero Paredes,1692,0
candidate,Comayagua,PINU,Geovani  Soto ,486,0
candidate,Comayagua,PINU,Karen Iveth Benitez Morales,811,0
candidate,Comayagua,PINU,Maria Zonia Pacheco Carranza,635,0
candidate,Comayagua,PINU,Mario Alexis Meza Duron,686,0
candidate,Comayagua,UD,Derling Ondina Alfaro Carranza,675,0
candidate,Comayagua,UD,Dunia Lorena Lopez Canales,707,0
candidate,Comayagua,UD,Gloria Julissa Rivera Padilla,635,0
candidate,Comayagua,UD,Martius Leonel Maga¿a Centeno,802,0
candidate,Comayagua,UD,Miguel Angel Galeano Mejia,1019,0
candidate,Comayagua,UD,Orlyn Daniel Flores Mejia,2916,0
candidate,Comayagua,UD,Saul Benjamin Zapata Mejia,3337,0
candidate,Copán,DC,Donis Marlen Caceres Mejia,220,0
candidate,Copán,DC,Dunia Lisseth Mata Chinchilla,368,0
candidate,Copán,DC,Eddas Mauricio Guevara Hernandez,230,0
candidate,Copán,DC,Ezequiel  Morales Tabora,1949,0
candidate,Copán,DC,Juan Antonio Perez Montufar,637,0
candidate,Copán,DC,Katherine Naszary Mejia ,261,0
candidate,Copán,DC,Nancy Francisca Casco Gomez,179,0
candidate,Copán,LIBRE,Edwin Dagoberto Lopez Lone,18468,0
candidate,Copán,LIBRE,Elvia Argentina Valle Villalta,26635,1
candidate,Copán,LIBRE,Gilma Janeth Trejo Bejarano,14194,0
candidate,Copán,LIBRE,Jose Omar Rodriguez Interiano,20230,1
candidate,Copán,LIBRE,Manuel De Jesus Mejia ,17667,0
candidate,Copán,LIBRE,Mario  Reyes ,14485,0
candidate,Copán,LIBRE,Scarleth Ivette Romero Cantarero,17011,0
candidate,Copán,Liberal,Elvis Edgardo Lemus Espa¿a,16891,0
candidate,Copán,Liberal,Jose Eduardo De Jesus Gauggel Medina,26961,1
candidate,Copán,Liberal,Juan Carlos Elvir Martel,24189,0
candidate,Copán,Liberal,Julio Cesar Santos Tobar,25547,0
candidate,Copán,Liberal,Lisandro Mauricio Arias Aquino,25871,1
candidate,Copán,Liberal,Oscar  Valenzuela Morales,14174,0
candidate,Copán,Liberal,Trancito Maribel Chinchilla Sorto,16052,0
candidate,Copán,Nacional,Carlos Roberto Guevara Velasquez,37362,0
candidate,Copán,Nacional,Hector Hugo Pinto Aguilar,43994,1
candidate,Copán,Nacional,Jorge Humberto Pinto Portillo,39689,1
candidate,Copán,Nacional,Jose Vicente Leon Rojas,46347,1
candidate,Copán,Nacional,Julio Cesar Gamez Interiano,36275,0
candidate,Copán,Nacional,Lourdes Ernestina Fajardo Ramos,37539,0
candidate,Copán,Nacional,Rosmery  Ayala Batres,38457,0
candidate,Copán,PAC,Agueda Maria Interiano Baide,1847,0
candidate,Copán,PAC,Carlos Antonio Alvarado Arita,1995,0
candidate,Copán,PAC,Cesar Daniel Bueso Orellana,3329,0
candidate,Copán,PAC,Francis Omar Cabrera Miranda,6336,0
candidate,Copán,PAC,Iris Lisseth Bueso Polanco,2050,0
candidate,Copán,PAC,Maryory Marivia Murillo Herrera,2775,0
candidate,Copán,PAC,Nelson Gerardo Tabora Zeron,2578,0
candidate,Copán,PINU,Claudia Maria Lopez Lara,245,0
candidate,Copán,PINU,Duvis Oneyda Bautista Claros,184,0
candidate,Copán,PINU,Fatima Ondina Lopez Garcia,152,0
candidate,Copán,PINU,Heydi Beatriz Perez Arita,199,0
candidate,Copán,PINU,Jose Francisco Tabora Dias,295,0
candidate,Copán,PINU,Maykol Ricarte Lopez Mejia,419,0
candidate,Copán,PINU,Miguel Angel Reyes Erazo,230,0
candidate,Copán,UD-FAPER,Digna Esperanza Mejia ,675,0
candidate,Copán,UD-FAPER,Hector Alexander Arita Martinez,1758,0
candidate,Copán,UD-FAPER,Jorge Armando Pleitez Palencia,2131,0
candidate,Copán,UD-FAPER,Leidy Iveth Gutierrez Cortes,469,0
candidate,Copán,UD-FAPER,Miguel Angel Lopez Contreras,1018,0
candidate,Copán,UD-FAPER,Miriam Vanessa Cruz Mu¿oz,361,0
candidate,Copán,UD-FAPER,Raul Antonio Madrid Argueta,745,0
candidate,Cortés,DC,Ana Leonor Velasquez Yonng,3260,0
candidate,Cortés,DC,Aquiles Isaac Calix Mejia,2755,0
candidate,Cortés,DC,Axel Antonio Quiroz Colindres,1800,0
candidate,Cortés,DC,Carlos Aguinaldo Turcios Matute,6416,0
candidate,Cortés,DC,Carlos Javier Funez Cardoza,2551,0
candidate,Cortés,DC,Celestino  Argueta ,4037,0
candidate,Cortés,DC,Dalia Suyapa Dubon Aleman,3394,0
candidate,Cortés,DC,Dunia Aracely Lopez Lopez,6034,0
candidate,Cortés,DC,Fredesvinda  Gutierrez Ortiz,4142,0
candidate,Cortés,DC,Irma Amelia Cerrato Martinez,3681,0
candidate,Cortés,DC,Jeanette Nohemy Guerra Guerra,1703,0
candidate,Cortés,DC,Jorge Adalberto Rodriguez Cardenas,3000,0
candidate,Cortés,DC,Jose Ricardo Sierra Chavarria,2539,0
candidate,Cortés,DC,Luis Antonio Flores Velasquez,1748,0
candidate,Cortés,DC,Luis Rafael Ramirez ,2519,0
candidate,Cortés,DC,Mario Alberto Soto Valle,2837,0
candidate,Cortés,DC,Norman  Portillo Velasquez,5382,0
candidate,Cortés,DC,Ruth Esther Castro Gomez,2777,0
candidate,Cortés,DC,Sadia Yarardin Argueta Hernandez,7407,0
candidate,Cortés,DC,Timoteo  Ochoa Diaz,3552,0
candidate,Cortés,FAPER,Alejandro  Rodriguez Bardales,1200,0
candidate,Cortés,FAPER,Alfonzo Felipe Rosado Galeano,1405,0
candidate,Cortés,FAPER,Aster Ascanio Alegria Castellanos,1941,0
candidate,Cortés,FAPER,Edith Xiomara Cruz Hernandez,963,0
candidate,Cortés,FAPER,Gary Alexander Rodriguez Villanueva,1322,0
candidate,Cortés,FAPER,Gloria Esmeralda Castro Serandia,1706,0
candidate,Cortés,FAPER,Irma Cristela Hernandez ,3353,0
candidate,Cortés,FAPER,Italo Marcelo Jephte Garay Barrientos,999,0
candidate,Cortés,FAPER,Ivan Francisco Mejia Flores,1459,0
candidate,Cortés,FAPER,Jesus  Ortega Garcia,1438,0
candidate,Cortés,FAPER,Jony Nectali Rosales Ramos,2494,0
candidate,Cortés,FAPER,Josefina  Morales Pineda,1338,0
candidate,Cortés,FAPER,Kelvin Hernan Zaldivar Lopez,1131,0
candidate,Cortés,FAPER,Marco Antonio Bhaday Chavez,4795,0
candidate,Cortés,FAPER,Marlen Yaneth Paz Paz,1587,0
candidate,Cortés,FAPER,Marvin Emilio Funez Rodriguez,1207,0
candidate,Cortés,FAPER,Melvin Omar Bronfield Aguirre,1365,0
candidate,Cortés,FAPER,Osmara  Argueta Lozano,1371,0
candidate,Cortés,FAPER,Reyna Maritza Torres Mejia,2157,0
candidate,Cortés,FAPER,Sara  Ramirez Serrano,5006,0
candidate,Cortés,LIBRE,Ana Carolina Cartagena Gamero,75046,0
candidate,Cortés,LIBRE,Dulce Maria Villanueva Sanchez,76040,0
candidate,Cortés,LIBRE,Gladis Esmeralda Delcid Nieto,68391,0
candidate,Cortés,LIBRE,Jose Arnulfo Aguilar ,71749,0
candidate,Cortés,LIBRE,Jose Edgardo Castro Rodriguez,90643,1
candidate,Cortés,LIBRE,Jose Eduardo Coto Barnica,78578,1
candidate,Cortés,LIBRE,Jose Luis Cruz Rivera,82407,1
